"BenSampID","StationID","CollDate","StreamName","Basin","Subecoregion","CollMeth","Location","Sample Season","RepNum","FamTotTaxa","FamEPTTax","%Ephem","%PT - Hydropsychidae","Fam%Scrap","%Chiro","Fam%2Dom","FamHBI","%Ephem Score","%PT-H Score","%Chironomidae Score","Fam Richness Score","Fam EPT Score","Fam %Scraper Score","Fam %2Dom Score","Fam %MFBI Score","Fam SCI","Season","Year","Target_Count","method","limit","EcoregionCode","TotTaxa","HBI","EPTTax","%5Dom","%ClngP-HS","Richness Score","RichnessFinal","HBIScore","HBIFinal","EPT Score","EPTFinal","EPHEM","PT-H","Pct5DOM","PctClng-HS","CPMI63+CHOWAN","%Scrap","%Intoler","PctScrap","PctIntol","CPMI65-CHOWAN","ID","IRYear","CollectorID","Region","EcoRegion","County","AssessmentMethod","Reviewer","SeasonalDifferences","SummaryAssessment","FactorsWatershed","RecentChange","FinalAssessmentRating"
"LIB11531R110","6CLIB005.31",2018-09-10,"Lick Creek","Tennessee-Big Sandy","Southern Sandstone Ridges (67h)","Riffle","Off Rt. 621","Fall 2018",1,14,8,62.73,10.9,22.73,6.36,51.82,3.51,100,30.64,93.64,63.64,72.73,44.05,69.63,95.45,71.22,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROA10812R110","6CROA000.14",2018-04-18,"Roaring Fork","Tennessee-Big Sandy","Southern Sandstone Ridges (67h)","Riffle","Culvert on Roaring Fork Road","Spring 2018",1,19,13,10.91,24.5,8.18,13.64,55.45,4.53,17.8,68.95,86.36,86.36,100,15.86,64.37,80.48,65.02,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCR9354R110","9-LCR000.51",2016-04-06,"Laurel Creek","New River","Southern Sandstone Ridges (67h)","Riffle"," Upstream of Rt.714 bridge","Spring 2016",1,12,7,5.45,60.9,21.82,8.18,45.45,2.38,8.9,100,91.82,54.55,63.64,42.28,78.82,100,67.5,"Spring",2016,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCR9382R110","9-LCR000.51",2016-10-05,"Laurel Creek","New River","Southern Sandstone Ridges (67h)","Riffle"," Upstream of Rt.714 bridge","Fall 2016",1,11,8,4.55,41.8,31.82,11.82,48.18,3.07,7.42,100,88.18,50,72.73,61.66,74.88,100,69.36,"Fall",2016,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LRY10519R110","9-LRY002.39",2017-09-28,"Little Stony Creek","New River","Southern Sandstone Ridges (67h)","Riffle","Little Stony Cr Below Archer Trail Near Pembroke, VA (Below MVP Crossing)","Fall 2017",1,20,14,34.55,21.8,16.36,2.73,40.91,3.91,56.35,61.29,97.27,90.91,100,31.71,85.39,89.57,76.56,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LRY10802R110","9-LRY002.39",2018-04-10,"Little Stony Creek","New River","Southern Sandstone Ridges (67h)","Riffle","Little Stony Cr Below Archer Trail Near Pembroke, VA (Below MVP Crossing)","Spring 2018",1,13,9,61.82,5.5,33.64,23.64,56.36,4.26,100,15.32,76.36,59.09,81.82,65.19,63.06,84.36,68.15,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LRY10520R110","9-LRY002.87",2017-09-28,"Little Stony Creek","New River","Southern Sandstone Ridges (67h)","Riffle","Little Stony Cr Above Archer Trail Near Pembroke, VA (Above MVP Crossing)","Fall 2017",1,18,13,30.91,32.7,15.45,7.27,31.82,3.57,50.42,91.93,92.73,81.82,100,29.95,98.53,94.52,79.99,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LRY10803R110","9-LRY002.87",2018-04-10,"Little Stony Creek","New River","Southern Sandstone Ridges (67h)","Riffle","Little Stony Cr Above Archer Trail Near Pembroke, VA (Above MVP Crossing)","Spring 2018",1,14,9,50,8.2,27.27,32.73,59.09,4.41,81.57,22.98,67.27,63.64,81.82,52.85,59.12,82.16,63.93,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LRY10457R110","9-LRY007.02",2017-05-04,"Little Stony Cr.","New River","Southern Sandstone Ridges (67h)","Riffle","Upstr. of Cascades and Laurel Br. & downstr. of Hemlock Br.","Spring 2017",1,14,9,29.09,24.5,15.45,20,36.36,3.97,47.46,68.95,80,63.64,81.82,29.95,91.96,88.64,69.05,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LRY11619R110","9-LRY007.02",2017-08-16,"Little Stony Cr.","New River","Southern Sandstone Ridges (67h)","Riffle","Upstr. of Cascades and Laurel Br. & downstr. of Hemlock Br.","Fall 2017",1,14,11,22.73,22.7,18.18,41.82,53.64,4.49,37.08,63.84,58.18,63.64,100,35.24,67,81.08,63.26,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LRY11617R110","9-LRY007.02",2018-04-30,"Little Stony Cr.","New River","Southern Sandstone Ridges (67h)","Riffle","Upstr. of Cascades and Laurel Br. & downstr. of Hemlock Br.","Spring 2018",1,16,12,52.73,21.8,46.36,9.09,46.36,3.55,86.02,61.29,90.91,72.73,100,89.85,77.51,94.92,84.15,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LRY11620R110","9-LRY007.02",2018-08-17,"Little Stony Cr.","New River","Southern Sandstone Ridges (67h)","Riffle","Upstr. of Cascades and Laurel Br. & downstr. of Hemlock Br.","Fall 2018",1,15,11,40,14.5,17.27,10,41.82,4.3,65.25,40.86,90,68.18,100,33.47,84.08,83.82,70.71,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LRY11343R110","9-LRY011.64",2018-06-04,"Little Stony Creek","New","Southern Sandstone Ridges (67h)","Riffle","Dnstr. Of Mtn Lk Rd","Spring 2018",1,19,15,56.36,28.2,20.91,2.73,42.73,3.28,91.95,79.16,97.27,86.36,100,40.52,82.76,98.8,84.6,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LRY11344R110","9-LRY011.64",2018-08-28,"Little Stony Creek","New","Southern Sandstone Ridges (67h)","Riffle","Dnstr. Of Mtn Lk Rd","Fall 2018",1,19,12,21.82,37.3,10,10,25.45,3.89,35.59,100,90,86.36,100,19.38,100,89.84,77.65,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BTM10100R110","4ABTM011.94",2017-10-30,"Bottom Creek","Roanoke River","Southern Sedimentary Ridges (66e)","Riffle","Bottom Creek (Upper) along Rt. 612 near Bent Mountain, VA (below MVP crossing)","Fall 2017",1,20,15,53.64,21.8,40.91,3.64,44.55,3.32,87.5,61.29,96.36,90.91,100,79.28,80.14,98.27,86.72,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BTM10782R110","4ABTM011.94",2018-03-28,"Bottom Creek","Roanoke River","Southern Sedimentary Ridges (66e)","Riffle","Bottom Creek (Upper) along Rt. 612 near Bent Mountain, VA (below MVP crossing)","Spring 2018",1,16,12,66.36,11.8,50.91,6.36,55.45,3.71,100,33.2,93.64,72.73,100,98.66,64.37,92.51,81.89,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BTM10099R110","4ABTM012.47",2017-10-30,"Bottom Creek","Roanoke River","Southern Sedimentary Ridges (66e)","Riffle","Bottom Creek (Upper) above tributary near Bent Mountain, VA (above MVP crossing)","Fall 2017",1,23,17,30,49.1,25.45,4.55,27.27,3.07,48.94,100,95.45,100,100,49.33,100,100,86.72,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BTM10758R110","4ABTM012.47",2018-03-28,"Bottom Creek","Roanoke River","Southern Sedimentary Ridges (66e)","Riffle","Bottom Creek (Upper) above tributary near Bent Mountain, VA (above MVP crossing)","Spring 2018",1,15,11,59.09,20.9,38.18,10,49.09,3.46,96.4,58.73,90,68.18,100,74,73.57,96.12,82.12,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BTM10843R110","4ABTM012.47",2018-03-28,"Bottom Creek","Roanoke River","Southern Sedimentary Ridges (66e)","Riffle","Bottom Creek (Upper) above tributary near Bent Mountain, VA (above MVP crossing)","Spring 2018",2,16,11,57.27,17.3,32.73,10,42.73,3.45,93.43,48.52,90,72.73,100,63.42,82.76,96.26,80.89,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMR11037R110","6CCMR004.65",2018-04-12,"Comers Creek","Tennessee-BigSandy","Southern Sedimentary Ridges (66e)","Riffle","Off Rt. 650","Spring 2018",1,19,13,43.64,19.1,33.64,8.18,31.82,3.65,71.18,53.63,91.82,86.36,100,65.19,98.53,93.45,82.52,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMR11038R110","6CCMR004.65",2018-04-12,"Comers Creek","Tennessee-BigSandy","Southern Sedimentary Ridges (66e)","Riffle","Off Rt. 650","Spring 2018",2,20,13,39.09,27.3,24.55,1.82,37.27,3.45,63.77,76.61,98.18,90.91,100,47.57,90.65,96.39,83.01,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMR11706R110","6CCMR004.65",2018-10-03,"Comers Creek","Tennessee-BigSandy","Southern Sedimentary Ridges (66e)","Riffle","Off Rt. 650","Fall 2018",1,15,9,7.27,20.9,28.18,1.82,41.82,3.86,11.86,58.73,98.18,68.18,81.82,54.62,84.08,90.24,68.46,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMR11707R110","6CCMR004.65",2018-10-03,"Comers Creek","Tennessee-BigSandy","Southern Sedimentary Ridges (66e)","Riffle","Off Rt. 650","Fall 2018",2,23,13,10.91,25.5,20,5.45,34.55,3.84,17.8,71.5,94.55,100,100,38.76,94.59,90.64,75.98,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUR9714R110","6CHUR000.07",2017-06-12,"Hurricane Creek","Tennessee-Big Sandy","Southern Sedimentary Ridges (66e)","Riffle","Off Rt 84 near Hurricance Ck Campground","Spring 2017",1,19,13,30,34.5,24.55,14.55,35.45,3.51,48.94,97.04,85.45,86.36,100,47.57,93.27,95.45,81.76,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUR10255R110","6CHUR000.07",2017-10-10,"Hurricane Creek","Tennessee-Big Sandy","Southern Sedimentary Ridges (66e)","Riffle","Off Rt 84 near Hurricance Ck Campground","Fall 2017",1,22,16,30.91,26.4,34.55,2.73,41.82,3.25,50.42,74.06,97.27,100,100,66.95,84.08,99.2,84,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEW10065R110","9-NEW128.97",2017-09-21,"New River","New River","Southern Sedimentary Ridges (66e)","Riffle","Off Rt. 624 below STP","Fall 2017",1,15,7,9.09,8.2,20.91,45.45,61.82,5.43,14.83,22.98,54.55,68.18,63.64,40.52,55.18,67.25,48.39,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WTK11302R110","9-WTK000.97",2018-05-09,"White Oak Camp Br","New","Southern Sedimentary Ridges (66e)","Riffle","200 m from Green Wood trail","Spring 2018",1,20,12,17.27,36.4,1.82,13.64,36.36,3.52,28.18,100,86.36,90.91,100,3.52,91.96,95.32,74.53,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WTK11357R110","9-WTK000.97",2018-08-16,"White Oak Camp Br","New","Southern Sedimentary Ridges (66e)","Riffle","200 m from Green Wood trail","Fall 2018",1,16,11,10,45.5,10.91,15.45,40.91,3.45,16.31,100,84.55,72.73,100,21.14,85.39,96.39,72.06,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JKS9286R110","2-JKS033.06",2016-08-29,"Jackson River","James","Southern Shale Valleys (67g)","Riffle","Below confl with Indian Draft","Fall 2016",1,17,9,60,11.8,40.91,1.82,45.45,3.32,97.88,33.2,98.18,77.27,81.82,79.28,78.82,98.26,80.59,"Fall",2016,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JKS9013R110","2-JKS034.04",2016-07-27,"Jackson River","James","Southern Shale Valleys (67g)","Riffle","Upstream of Indian Draft","Fall 2016",1,19,9,23.64,9.1,45.45,1.82,45.45,3.97,38.56,25.54,98.18,86.36,81.82,88.09,78.82,88.64,73.25,"Fall",2016,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JKS9567R110","2-JKS034.04",2017-07-20,"Jackson River","James","Southern Shale Valleys (67g)","Riffle","Upstream of Indian Draft","Fall 2017",1,15,7,45.45,3.6,30,10,35.45,4.45,74.15,10.21,90,68.18,63.64,58.14,93.27,81.55,67.39,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JKS11340R110","2-JKS034.04",2018-08-08,"Jackson River","James","Southern Shale Valleys (67g)","Riffle","Upstream of Indian Draft","Fall 2018",1,13,8,50.91,7.3,44.55,3.64,41.82,3.87,83.05,20.43,96.36,59.09,72.73,86.33,84.08,90.11,74.02,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JKS8993R110","2-JKS036.11",2016-07-27,"Jackson River","James River","Southern Shale Valleys (67g)","Riffle","JACKSON RIVER AT FALLING SPRING GAGE","Fall 2016",1,16,9,15.45,17.3,45.45,2.73,42.73,3.66,25.21,48.52,97.27,72.73,81.82,88.09,82.76,93.18,73.7,"Fall",2016,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JKS9565R110","2-JKS036.11",2017-07-12,"Jackson River","James River","Southern Shale Valleys (67g)","Riffle","JACKSON RIVER AT FALLING SPRING GAGE","Fall 2017",1,15,8,35.45,15.5,25.45,3.64,38.18,3.86,57.84,43.41,96.36,68.18,72.73,49.33,89.33,90.24,70.93,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JKS11341R110","2-JKS036.11",2018-08-08,"Jackson River","James River","Southern Shale Valleys (67g)","Riffle","JACKSON RIVER AT FALLING SPRING GAGE","Fall 2018",1,15,8,21.82,17.3,56.36,4.55,49.09,3.57,35.59,48.52,95.45,68.18,72.73,100,73.57,94.52,73.57,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIB9954R110","2-WIB000.94",2017-05-04,"Wilson Creek","James","Southern Shale Valleys (67g)","Riffle","Camp Bethel, upstream","Spring 2017",1,17,12,26.36,40,5.45,22.73,38.18,3.69,43.01,100,77.27,77.27,100,10.57,89.33,92.86,73.79,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIB10690R110","2-WIB000.94",2017-10-26,"Wilson Creek","James","Southern Shale Valleys (67g)","Riffle","Camp Bethel, upstream","Fall 2017",1,16,13,44.55,24.5,23.64,18.18,43.64,3.61,72.67,68.95,81.82,72.73,100,45.81,81.45,93.95,77.17,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRT11262R110","9-SRT000.12",2018-06-11,"Shorts Creek","New River","Southern Shale Valleys (67g)","Riffle","Off Rt. 52","Spring 2018",1,13,6,19.09,5.5,1.82,31.82,67.27,5.32,31.14,15.32,68.18,59.09,54.55,3.52,47.29,68.85,43.49,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRT11655R110","9-SRT000.12",2018-12-03,"Shorts Creek","New River","Southern Shale Valleys (67g)","Riffle","Off Rt. 52","Fall 2018",1,15,9,4.55,44.5,3.64,11.82,46.36,4.07,7.42,100,88.18,68.18,81.82,7.05,77.51,87.17,64.66,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIR11085R110","1ABIR000.76",2018-04-09,"Big Rocky Run","Potomac River","Triassic Lowlands (64a)","MACS","Rt. 29 near I-66 interchange","Spring 2018",1,7,1,0,0,14.55,49.09,80,5.78,0,0,50.91,31.82,9.09,28.19,28.9,62.03,26.37,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIR11708R110","1ABIR000.76",2018-10-10,"Big Rocky Run","Potomac River","Triassic Lowlands (64a)","MACS","Rt. 29 near I-66 interchange","Fall 2018",1,16,3,0,7.3,14.55,40,52.73,6.05,0,20.43,60,72.73,27.27,28.19,68.31,58.16,41.89,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELC11055R110","1AELC001.39",2018-03-06,"Elklick Run","Potomac River","Triassic Lowlands (64a)","MACS","Rt. 609 (Pleasant Valley Rd.)","Spring 2018",1,14,3,0.91,0.9,17.27,69.09,75.45,5.86,1.48,2.55,30.91,63.64,27.27,33.47,35.47,60.83,31.95,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELC11717R110","1AELC001.39",2018-10-09,"Elklick Run","Potomac River","Triassic Lowlands (64a)","MACS","Rt. 609 (Pleasant Valley Rd.)","Fall 2018",1,18,6,4.55,6.4,28.18,15.45,40,5.95,7.42,17.88,84.55,81.82,54.55,54.62,86.71,59.63,55.89,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOW9836R110","1AHOW003.68",2017-03-20,"Howsers Branch","Potomac","Triassic Lowlands (64a)","MACS","Route 50, Leesburg","Spring 2017",1,12,4,0.91,4.5,10,67.27,76.36,6.03,1.48,12.77,32.73,54.55,36.36,19.38,34.16,58.42,31.23,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB9663R110","1ACUB003.74",2017-03-07,"Cub Run","Potomac","Triassic Lowlands (64a)","Riffle","Rt. 29 /211","Spring 2017",1,12,4,4.55,0.9,4.55,59.09,81.82,5.86,7.42,2.55,40.91,54.55,36.36,8.81,26.27,60.83,29.71,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB10461R110","1ACUB003.74",2017-09-12,"Cub Run","Potomac","Triassic Lowlands (64a)","Riffle","Rt. 29 /211","Fall 2017",1,15,4,46.36,2.7,11.82,15.45,46.36,4.97,75.63,7.66,84.55,68.18,36.36,22.9,77.51,73.93,55.84,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB11053R110","1ACUB003.74",2018-04-09,"Cub Run","Potomac","Triassic Lowlands (64a)","Riffle","Rt. 29 /211","Spring 2018",1,5,2,1.82,0,0.91,64.55,97.27,5.95,2.97,0,35.45,22.73,18.18,1.76,3.94,59.63,18.08,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB11712R110","1ACUB003.74",2018-10-10,"Cub Run","Potomac","Triassic Lowlands (64a)","Riffle","Rt. 29 /211","Fall 2018",1,16,6,31.82,3.6,18.18,4.55,36.36,5.22,51.91,10.21,95.45,72.73,54.55,35.24,91.96,70.32,60.3,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOW10462R110","1AHOW003.68",2017-09-12,"Howsers Branch","Potomac","Triassic Lowlands (64a)","Riffle","Route 50, Leesburg","Fall 2017",1,10,4,14.55,5.5,1.82,33.64,60.91,5.55,23.73,15.32,66.36,45.45,36.36,3.52,56.49,65.37,39.08,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
